Name,Address,Phone,Email,URL
Restaurant Schnitzelhuus Oerlikon,N/A,044 310 12 35,oerlikon@schnitzelhuus.com,https://www.local.ch/en/d/zurich/8050/restaurant/restaurant-schnitzelhuus-oerlikon-hRma9hH6j-yIzeBQ0sRZJQ
Belcafé Pizza und Bar,N/A,044 251 98 00*,info@belcafe.ch,https://www.local.ch/en/d/zurich/8001/cafes/belcafe-pizza-und-bar-aFbc4kma5oZp0eyxbOSAGQ
Mucho Gusto,N/A,044 240 33 66,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/mucho-gusto-mwmyhJE8uMncH_t1OD8CWg
Restaurant Rigiblick by Vreni Giger,N/A,043 255 15 70,info@restaurantrigiblick.ch,https://www.local.ch/en/d/zurich/8044/restaurant/restaurant-rigiblick-by-vreni-giger-kpao6S9CHB2A5vkJ29dmZA
Antiquario da Marco,N/A,044 381 46 46*,N/A,https://www.local.ch/en/d/zurich/8032/restaurant/antiquario-da-marco-KzAMK6m92LoSAvYqsf95BQ
Beetnut Operations AG,N/A,044 281 94 86,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/beetnut-operations-ag-gzqOIwxuof-6ldUTerTPcw
Babi's Bagel Shop,N/A,043 222 46 59*,info@koscherbagel.ch,https://www.local.ch/en/d/zurich/8002/restaurant/babi-s-bagel-shop-lKrPrkJYEfrfXYikXM0IzA
Belvoirpark Restaurant,N/A,044 576 40 40*,info@belvoirpark.ch,https://www.local.ch/en/d/zurich/8002/restaurant/belvoirpark-restaurant-Tibq2KtHTc0Ti1iiNjpAFA
Du Théâtre,N/A,044 251 48 44,contact@du-theatre.ch,https://www.local.ch/en/d/zurich/8008/restaurant/du-theatre-4A_0P_sJxtMZg9YZcgQziA
Thiwa's Café,N/A,077 539 31 32,thiwa.arunno@gmail.com,https://www.local.ch/en/d/zurich/8047/restaurant/thiwa-s-cafe-2XHunEfe7rMvemhSu8ZunA
Restaurant Werdguet,N/A,044 242 59 59*,info@werdguet.ch,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-werdguet-y13Y3duQsS60QZDvJeu-rA
Capri Pizzeria,N/A,044 383 45 50,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/capri-pizzeria-LFUZkOdEC_1D8Z7cjRzg0A
Maiden Shanghai Zurich,N/A,044 456 55 55,fzh.dining@fivehotelsandresorts.com,https://www.local.ch/en/d/zurich/8055/restaurant/maiden-shanghai-zurich-oSg4ZMD0sU2UQd9bgxgXGw
Altstadt Boutique Hotel & Bar Zürich,N/A,044 250 53 53*,service@hotel-altstadt.ch,https://www.local.ch/en/d/zurich/8001/hotel/altstadt-boutique-hotel-bar-zuerich-rlSqj18UeExDNSj-X9amRw
China-Restaurant King To,N/A,044 433 04 08,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/china-restaurant-king-to-KliQpHZXv6GKc9dzMjoWww
Restaurant Werkhof,N/A,044 242 47 11,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-werkhof-3M8SeMobwZoN5-usHwKKYw
Confiserie St. Jakob,N/A,044 241 41 41*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/confiserie-st-jakob-xs2Tm_3Px0TMsvP2bai-pA
Bar 45,N/A,N/A,bar45@bar45.ch,https://www.local.ch/en/d/zurich/8001/restaurant/bar-45-zeSYL-EtjzktNrACh8Tn4A
Drei Stuben,N/A,044 350 33 00,info@dreistuben.ch,https://www.local.ch/en/d/zurich/8006/restaurant/drei-stuben-ZSGhkiKczlp4yEsV3EQxGQ
Caffé Handelshof GmbH,N/A,044 210 46 46*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/caffe-handelshof-gmbh-UnMqeRQsskI5W3PAUVvtRA
Maison 33 Cafe & Bistro,N/A,044 383 56 70*,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/maison-33-cafe-bistro-W7CzfMSdTHeA8JyPTMCZTg
Sprössling,N/A,044 360 23 99,dwe@walterbuchmann.ch,https://www.local.ch/en/d/zurich/8006/restaurant/sproessling-f8mBzVzuliu3x8uMUOR11Q
Blue Monkey - Authentic Thai Restaurant,N/A,044 261 76 18,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/blue-monkey-authentic-thai-restaurant-DbOifk_wJpQxyNe5lColRw
Bubbles,N/A,044 240 31 31,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/bubbles-xcXUBoo5bWV0B1Y8UaT7QQ
Bar Basso,N/A,043 497 25 28,pronto@barbasso.ch,https://www.local.ch/en/d/zurich/8001/restaurant/bar-basso-i6OdEQxw4n3u2Cd9WKJZoQ
Trübli Bar Restaurant,N/A,043 317 15 55,truebli@truebli.ch,https://www.local.ch/en/d/zurich/8004/restaurant/truebli-bar-restaurant-QnB4rzK8OhgiWEm9EEWJCw
Restaurant Conrad,N/A,044 225 91 91*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/restaurant-conrad-aTvtoh1k51rC0MPD332I5g
Cèdre-Bellevue,N/A,044 252 83 70*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/cedre-bellevue-8Cq_bQt-BZ-IsW7dI71FnA
Big Ben Pub,N/A,044 262 15 85,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/big-ben-pub-6ndVNXfnxw-RgYmTsdLMDg
QUEEN IDIA,N/A,044 291 01 50*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/queen-idia-5sfPvimjG3kfabrV8B_ldA
Hello Bar,N/A,043 816 60 83,flughafen.cafebars@autogrill.net,https://www.local.ch/en/d/zurich/8060/restaurant/hello-bar-RDc4MUdtIsCnCI4IOtKJeQ
Anna Restaurant-Events,N/A,044 552 87 44*,N/A,https://www.local.ch/en/d/zurich/8057/restaurant/anna-restaurant-events-fQY_8pY3v-LVRa3POhoIvw
Zentral Thai Restaurant,N/A,043 443 90 00*,info@zentralthairestaurant.ch,https://www.local.ch/en/d/zurich/8006/restaurant/zentral-thai-restaurant-f54arYdRMTo1VSnRymTlJA
Porchetta Imbiss,N/A,076 326 15 62,porchettaimbiss@gmail.com,https://www.local.ch/en/d/zurich/8050/restaurant/porchetta-imbiss--uQmlq-gNEVLg1kHN2yd2g
Restaurant Stoller,N/A,044 405 47 20,restaurant@stoller.ch,https://www.local.ch/en/d/zurich/8003/restaurant/restaurant-stoller-hPusLxqUyUbHPcLkFhvmPA
Magoosh Grill - Restaurant - Bar,N/A,044 262 64 76,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/magoosh-grill-restaurant-bar-7RKDv6WFWWNnsUYeKG2vUg
Donde Luis,N/A,043 811 46 46*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/donde-luis-AoOkoCRZ9SAeam0tWRrOgQ
El Lokal,N/A,043 344 87 50,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/el-lokal-m_0QKDs14sSDGdonrSj9xQ
HongKong Food Paradise,N/A,044 251 82 02,N/A,https://www.local.ch/en/d/zurich/8045/restaurant/hongkong-food-paradise-cF0xQzL7CGZ06-_nK88ioA
Süsse Ecke einfach besonders,N/A,043 540 33 55*,info@suesse-ecke.ch,https://www.local.ch/en/d/zurich/8049/restaurant/suesse-ecke-einfach-besonders-QIONIKRD1hY7WBrur3d3EA
Kultur Lokal Rank,N/A,044 777 80 01*,info@amrank.ch,https://www.local.ch/en/d/zurich/8001/restaurant/kultur-lokal-rank-wc2RBCLfIH3aJ5duu2yqsw
Frisk Fisk Zürich,N/A,044 521 60 06,zuerich@friskfisk.ch,https://www.local.ch/en/d/zurich/8001/restaurant/frisk-fisk-zuerich-2uzWYoD4cYFTJfEKo13KXw
Restaurant Glärnischhof,N/A,044 286 22 22*,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/restaurant-glaernischhof-BDPVMRlQTPj6eiw8xvm8tQ
Ayverdi's Affoltern,N/A,043 544 99 50*,N/A,https://www.local.ch/en/d/zurich/8046/restaurant/ayverdi-s-affoltern-i-lb42zZxlBQPxdNHCP8EA
Café du Bonheur GmbH,N/A,044 558 99 00*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/cafe-du-bonheur-gmbh-FHKO0L40ZXm_JSHux5-4jw
Bebos GmbH,N/A,044 734 33 33*,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/bebos-gmbh-f67s6i408uZh7semvEy7ww
169 West,N/A,044 461 00 33,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/169-west-rUtm6r97RM_3rnxwEsH61w
Ristorante La Baracca,N/A,043 811 80 04*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/ristorante-la-baracca-uTMyUTmKQi_lqBMaplTsxg
Maison Blunt,N/A,043 211 00 33*,info@maison-blunt.ch,https://www.local.ch/en/d/zurich/8005/restaurant/maison-blunt-G7Fc4ytLyBoDSypUO6P1Jw
Nice Gastrobar Schanzengraben,N/A,041 559 09 09,schanzengraben@nice-gastrobar.ch,https://www.local.ch/en/d/zurich/8001/restaurant/nice-gastrobar-schanzengraben-rdegrU46C4oCF9Jh1QFtvA
Cafeteria UZH Tierspital,N/A,044 635 81 55,N/A,https://www.local.ch/en/d/zurich/8057/restaurant/cafeteria-uzh-tierspital-62gbz57eXz5y8rb3RkR69A
Live Management GmbH,N/A,077 284 35 47*,info@livefusion.ch,https://www.local.ch/en/d/zurich/8001/restaurant/live-management-gmbh-3bf5FBj0wtH807hjX7_0Dw
Pho Mai,N/A,044 241 91 81,info@phomai.ch,https://www.local.ch/en/d/zurich/8004/restaurant/pho-mai-MMxSN3O9XCUt6rdlbIOWNQ
Zeder,N/A,044 241 42 72*,contact@libanesisch.ch,https://www.local.ch/en/d/zurich/8004/restaurant/zeder-E4PRpGB_XvKldBB997onCA
Palette Restaurant Café Bar,N/A,044 200 95 00,info@palette-zuerich.ch,https://www.local.ch/en/d/zurich/8001/restaurant/palette-restaurant-cafe-bar-zNylkLrISlGc1qbqeP742w
Café des Amis,N/A,043 536 93 81*,bonjour@desamis.ch,https://www.local.ch/en/d/zurich/8037/restaurant/cafe-des-amis-UCinAuVpYYXXHU6VIWk2Dw
Coop Restaurant St. Annahof,N/A,044 226 92 13*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/coop-restaurant-st-annahof-i2QH1_5dQ0wJpTcLykynnw
Bigler CMT,N/A,044 271 82 52,cmt@gmx.ch,https://www.local.ch/en/d/zurich/8005/restaurant/bigler-cmt-5Em_sm-9xD8mI30FG-3Owg
Hotel Restaurant Helvetia,N/A,044 297 99 99,info@hotel-helvetia.ch,https://www.local.ch/en/d/zurich/8004/restaurant/hotel-restaurant-helvetia-JX4YyHAitoLoxVD9x5Vquw
Big Ben Pub Westside,N/A,044 271 02 66,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/big-ben-pub-westside-K_Pq6Cb7XZkP5pMcvMfd6A
Fusio,N/A,079 317 31 31,info@dm-smartgastro.ch,https://www.local.ch/en/d/zurich/8050/restaurant/fusio-UXn6QLTrCIcW_kkdgogboA
Shiso Burger Zurich,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/shiso-burger-zurich-xcHKS8llPDTiMQFD7H2ssg
Bonizzi Alberto AG,N/A,044 211 57 20,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/bonizzi-alberto-ag-WtcRBtFZ_-u6oG-UZqDTVQ
Da Pizzi,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/da-pizzi-txebDQPwb2pic93FZ9QqGg
Café Glättli,N/A,044 439 34 33*,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/cafe-glaettli-aianc5HIA-lbqQE_wAoWZg
Restaurant Im Ris,N/A,044 711 94 71*,gastronomie@imris.ch,https://www.local.ch/en/d/zurich/8041/restaurant/restaurant-im-ris-hO1wo7hp5uVHiPpOS25YJQ
Bäckerei Hug,N/A,044 261 04 30,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/baeckerei-hug-LmSQOuVdrCwiiJbikdDDtA
Restaurant Namaste Oerlikon,N/A,044 310 18 01*,info@namaste-oerlikon.ch,https://www.local.ch/en/d/zurich/8050/restaurant/restaurant-namaste-oerlikon-XjCIRBB96_VwD8JWr6aA2g
The International Beer Bar,N/A,N/A,fun@theinternational.ch,https://www.local.ch/en/d/zurich/8005/restaurant/the-international-beer-bar-b8H1M8Lu4Kcn6PrR3sDKvw
Angry Sumo,N/A,044 599 63 50,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/angry-sumo-XYLRU6WytW8ZHP6zl3cBJg
dean & david ZH Bleicherweg GmbH,N/A,043 222 48 45,schweiz.bleicherweg@deandanddavid.com,https://www.local.ch/en/d/zurich/8002/restaurant/dean-david-zh-bleicherweg-gmbh-cAkBYHpHyEhXDTtRO_i_Ow
Famiglia Tremonte,N/A,044 461 30 90,info@famiglia-tremonte.ch,https://www.local.ch/en/d/zurich/8003/restaurant/famiglia-tremonte-eKkt6ycatSv5r5NlTWnkQw
Restaurant Neue Real,N/A,044 241 44 41,info@neurereal.ch,https://www.local.ch/en/d/zurich/8004/spanish-cuisine/restaurant-neue-real-ppMN33o1HTmBd3spY5bgXA
Bierwerk Züri,N/A,044 230 23 11,info@bierwerkzurich.ch,https://www.local.ch/en/d/zurich/8004/restaurant/bierwerk-zueri-HFduGlf-osGtSH2flS_dtg
Soul St Zurich,N/A,044 456 55 55,fzh.dining@fivehotelsandresorts.com,https://www.local.ch/en/d/zurich/8055/restaurant/soul-st-zurich-ubcsLn_eoDiimGK8iO6ppA
Leo's garden,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/leo-s-garden-8Vc55lxtb0ym85i6c0TRMg
Ristorante Pizzeria 99,N/A,044 201 60 76*,info@ristorante-99.ch,https://www.local.ch/en/d/zurich/8002/restaurant/ristorante-pizzeria-99-ct8H2mpty5nrHS5nnHubZQ
Bongusto Cookies & Ice Cream,N/A,N/A,hello@bongusto.me,https://www.local.ch/en/d/zurich/8001/restaurant/bongusto-cookies-ice-cream-uyYqGR-Ijo7Zr6QSwR7beQ
Stripped Pizza Seefeld,N/A,044 382 98 55,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/stripped-pizza-seefeld-fKa06I64xO9Y1ajdJXN5uw
Rice Up! ETH,N/A,044 577 76 99,eth@riceup.ch,https://www.local.ch/en/d/zurich/8049/restaurant/rice-up-eth-Gp7XnPj3hn2hBmMKDNL38w
Zimmi's Bistro,N/A,044 301 24 51,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/zimmi-s-bistro-pUTWWiCNQ1hmBIsnvzQMRA
Gebeta Bar & Restaurant,N/A,044 463 74 10,z.kidanemariam@yahoo.com,https://www.local.ch/en/d/zurich/8003/restaurant/gebeta-bar-restaurant-zErt7ti2bN_44xCkfXD9BQ
Venice Bar,N/A,079 292 00 81,info@dm-smartgastro.ch,https://www.local.ch/en/d/zurich/8005/restaurant/venice-bar-e5qFAUhaQnNdkgqVm1L3IA
Caffecioccolato,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/caffecioccolato-zpzidy0_ed5c8LZ5vP0GVw
Restaurant Löwen Siam,N/A,043 333 48 06,info@loewen-siam.ch,https://www.local.ch/en/d/zurich/8050/restaurant/restaurant-loewen-siam-qavb0cROXgYAN5Virf9PHw
De Koreaner GmbH,N/A,044 991 99 59,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/de-koreaner-gmbh-pHhxyAfb5QD2BpWwbt-Edw
Ban Song Thai,N/A,044 252 33 31*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/ban-song-thai-e-OyP8BuRHWa_uFZnWx10Q
Cheesecake Love,N/A,076 474 59 59,info@cheesecakelove.ch,https://www.local.ch/en/d/zurich/8004/restaurant/cheesecake-love-Tv6Vos-R-Hi3Br_1XzeQmQ
Fu Lin Asia Restaurant,N/A,044 291 33 88,N/A,https://www.local.ch/en/d/zurich/8004/chinese-cuisine/fu-lin-asia-restaurant-l1tWUuiVfxuTq0FmtASkdw
Big Ben Pub Westside,N/A,044 271 02 66,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/big-ben-pub-westside-GvxwsY3Yr71IjODZX77XRg
Mensa UZH Irchel,N/A,044 635 40 71,N/A,https://www.local.ch/en/d/zurich/8057/restaurant/mensa-uzh-irchel-6R5441lOs-PT_aV-RhZnVg
Emma's Bakery,N/A,043 543 20 67,info@emmasbakery.ch,https://www.local.ch/en/d/zurich/8057/restaurant/emma-s-bakery-NfAudC1vpjWXn_3E22SoyQ
Restaurant Jägerburg,N/A,043 322 04 34,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-jaegerburg-g02HKKVdWsmf_LVnIiMAfA
Caffeteria Am Limmatplatz,N/A,044 277 61 60,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/caffeteria-am-limmatplatz-Sawbs13fVVWUuKZfRqMBdw
Dr. Zhivago AG,N/A,044 221 26 26,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/dr-zhivago-ag-SAxzonxn7pAp3hS43HDtHw
Avenida,N/A,N/A,info@cafeavenida.ch,https://www.local.ch/en/d/zurich/8004/restaurant/avenida-MBX6whPF3HxlNwzdQ149WQ
Bei Babette,N/A,043 366 85 02,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/bei-babette-F1apnHF-yXe-Hn1TEJcHOw
Minine Sushi Restaurant,N/A,044 260 89 29*,N/A,https://www.local.ch/en/d/zurich/8032/restaurant/minine-sushi-restaurant-wO1mqJiVS44t2_rwWztcJg
Pizzeria La Rustica,N/A,044 302 58 88,info@larustica.ch,https://www.local.ch/en/d/zurich/8052/restaurant/pizzeria-la-rustica-liL5SaNEYzIEFY5mRGsJpw
Restaurant Tschingg Oerlikon,N/A,044 311 32 07*,info@tschingg.eu,https://www.local.ch/en/d/zurich/8050/restaurant/restaurant-tschingg-oerlikon-cfuNusCpHwrDBjbw8Nmk6A
The Bite,N/A,044 242 30 00,info@thebite.ch,https://www.local.ch/en/d/zurich/8004/restaurant/the-bite-E_AjDVnC098dnyVsaYNcWg
Asia Sytyle Cooking,N/A,043 243 30 52*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/asia-sytyle-cooking-iTBL2mrdIp20KqoM8R1jGg
Confiserie Baumann AG,N/A,044 382 11 21*,info@confiserie-baumann.ch,https://www.local.ch/en/d/zurich/8008/bakery-pastry-shop/confiserie-baumann-ag-HEQfKX7yuZGEUMQHfQaUcQ
Brauerei Steinfels,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/brauerei-steinfels-qkQIQTmE6P3vrr2kV4gtaA
Autogrill Schweiz AG,Neuhardstrasse 314600 Olten,044 252 31 19,info-ch@autogrill.net,https://www.local.ch/en/d/zurich/8001/restaurant/autogrill-schweiz-ag-4k6CVX1WAXe2s6wwLIcg7A
Buchmann Beck Rennweg,N/A,044 221 21 40,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/buchmann-beck-rennweg-X98Q2qXuoY8QvuTLFtmB1A
Grottino 83,N/A,044 491 01 22,info@grottino83.ch,https://www.local.ch/en/d/zurich/8047/restaurant/grottino-83-cVkcY-NwfGtw-rxMqkZX_Q
Blue Monkey - Authentic Thai Restaurant,N/A,044 261 76 18,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/blue-monkey-authentic-thai-restaurant-LmMy4dSEtcP7BjHbnraa8g
Zum Frischen Max,N/A,076 752 80 83*,info@zumfrischenmax.ch,https://www.local.ch/en/d/zurich/8050/restaurant/zum-frischen-max-5p7CuLdBmtiXpZse2kYAlQ
Quartier Beck,N/A,044 496 96 93,mattenhof@quartierbeck.ch,https://www.local.ch/en/d/zurich/8051/restaurant/quartier-beck-M7Rq1WuIPR8HupsUo9rp8Q
Vegyoza,N/A,044 552 72 99*,info@vegyoza.com,https://www.local.ch/en/d/zurich/8002/restaurant/vegyoza-CNNYm-yHmkBaYoFXpkT01A
DaboSmoothies,N/A,076 481 64 41,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/dabosmoothies-3OP_SAn3qiyUh1T27HbpfQ
Fein und Schein,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/fein-und-schein-4XXX9RX9y_etvLg7BLFK7w
SEIN,N/A,079 287 46 55,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/sein-gzdWaVX4_cbrsE9HAiQGwQ
Monti's Bistro,N/A,044 463 65 70*,info@montis-bistro.ch,https://www.local.ch/en/d/zurich/8055/restaurant/monti-s-bistro-jXCMlWFMuOgsMA8sNDqE3A
Restaurant Medina,N/A,044 482 54 04,N/A,https://www.local.ch/en/d/zurich/8038/restaurant/restaurant-medina-ffG9TIOFBaH4Zlb3LIJEew
Cafeteria UZH Rämistrasse,N/A,044 634 31 14,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/cafeteria-uzh-raemistrasse-cJCrpGuIfaTJBAvCDas6iQ
ViCAFE Goldbrunnen,N/A,044 886 66 12,barista@baristaespressobar.ch,https://www.local.ch/en/d/zurich/8003/restaurant/vicafe-goldbrunnen-C4tGJVTON1Tp9PBozt94LA
Restaurant Kindli,N/A,043 888 76 76,restaurant@kindli.ch,https://www.local.ch/en/d/zurich/8001/restaurant/restaurant-kindli-2PwL5FXcdNcnpsVXJRt03w
GEBETA Bar & Restaurant,N/A,044 463 74 10,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/gebeta-bar-restaurant-56j74DPPJs8Y8KfrO6qk3w
Brauerei Oerlikon,N/A,044 500 66 46,kontakt@brauerei-oerlikon.ch,https://www.local.ch/en/d/zurich/8052/restaurant/brauerei-oerlikon-hMZvFCA3blHs0i4RaB3wqQ
Chickeria Langstrasse,N/A,058 562 00 30,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/chickeria-langstrasse-yHze1dYraNOaiKNW0vL2hg
Cafeteria Zentrum für Zahnmedizin ZZM,N/A,044 634 31 98,N/A,https://www.local.ch/en/d/zurich/8032/restaurant/cafeteria-zentrum-fuer-zahnmedizin-zzm-2pCtB-iVRcG6VyqV81w9rg
Corallo,N/A,044 362 00 59,N/A,https://www.local.ch/en/d/zurich/8006/restaurant/corallo-2GY8aXLHAuOeIA9-FHoxOw
Confiseur Bachmann AG,N/A,044 221 16 85*,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/confiseur-bachmann-ag-iWfQVgfy5v5RIO0IxTyJVA
Bistro Chez Toni,N/A,043 446 48 22,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/bistro-chez-toni-f18kFsgXwCGMdCku55HEaw
Serendipity Viet-Food with Attitude GmbH,N/A,076 423 19 87,serendipity6290@gmail.com,https://www.local.ch/en/d/zurich/8046/vietnamese-cuisine/serendipity-viet-food-with-attitude-gmbh-Qj7sETaYbnNqy_nJ9W0LPQ
Sina's Backstube,N/A,044 382 49 69*,info@sinas-backstube.ch,https://www.local.ch/en/d/zurich/8032/bakery-pastry-shop/sina-s-backstube-oP1XFIWQCPneaGj0i2QE7A
La Riserve au Lac,N/A,044 266 25 25,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/la-riserve-au-lac-6JBA5csZl_Kxv-N8FGztTg
Berg 8044,N/A,044 552 75 55,N/A,https://www.local.ch/en/d/zurich/8044/restaurant/berg-8044-12wTdmOTXo9b83jAq8i8kQ
Restaurant Aurora,N/A,044 210 03 18,info@aurora-restaurant.ch,https://www.local.ch/en/d/zurich/8001/restaurant/restaurant-aurora-PjmlS-FnhqgQU0p3UU8kfw
SimSim Restaurant,N/A,044 310 27 43,info@sim-sim.ch,https://www.local.ch/en/d/zurich/8050/restaurant/simsim-restaurant-htA5CZ0Xf6xLOUt1QHSc7g
dean & david franchise GmbH,N/A,044 252 20 60*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/dean-david-franchise-gmbh-k7WemTP31nUCgR6kWPv-cw
Jeunesse,N/A,044 363 15 45,N/A,https://www.local.ch/en/d/zurich/8057/restaurant/jeunesse-Hczwpv0u-apSyhxdXMOkUQ
Cafeteria City,N/A,044 311 86 34,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/cafeteria-city-fhlWbkZkOoWksTlWE-kzhw
Dim Sum Take-Away,N/A,044 212 85 44,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/dim-sum-take-away-JC3hRXifBbwBOdppO8zfFA
EquiTable AG,N/A,043 534 82 77*,restaurant@equi-table.ch,https://www.local.ch/en/d/zurich/8004/restaurant/equitable-ag-xQ5piiQ5peeZxbDQxwQk7Q
Restaurant Afghan Anar,N/A,044 324 71 78,N/A,https://www.local.ch/en/d/zurich/8032/restaurant/restaurant-afghan-anar-FTDbabA-baMgjB30RwKOsg
Camping Café,N/A,044 463 07 60,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/camping-cafe-DLIM-ABBMTUEjrdEaUh-8w
Central Geylan Kebap Haus,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/central-geylan-kebap-haus-xgNTz5aKO3zgzZuWRfmfVQ
Tenz Momo,N/A,077 521 55 03,momo@tenz.ch,https://www.local.ch/en/d/zurich/8004/restaurant/tenz-momo-cRmQn1p83Qb6afGmWbH9OA
GIESSEREI OERLIKON,N/A,043 205 10 10,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/giesserei-oerlikon-E3H1PB6YbgaqGFezZh1QgQ
Millenium,N/A,044 273 28 48,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/millenium-uRuFyD17pCKt0C5TbT9sHg
HOP! Züri,N/A,044 445 70 10*,info@hopzueri.ch,https://www.local.ch/en/d/zurich/8003/restaurant/hop-zueri-RA_2l8an7GUjgOmj3x9ooQ
Restaurant Tschingg am Stauffacher,N/A,043 210 38 13*,info@tschingg.eu,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-tschingg-am-stauffacher-MwSzyU-pjR5VxWMHNXDG4A
Choupette - Presque Une Brasserie,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/choupette-presque-une-brasserie-UkDGH0eSQCzFMG6qSFHR3w
BIMI,N/A,043 243 77 77,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/bimi-FATf5q02Uu1DYpSQ1jjmUQ
Lenox Bar,N/A,044 360 73 24,info@lenoxbar.ch,https://www.local.ch/en/d/zurich/8006/bar/lenox-bar-mYoSNlOLmcgOfqd1_0nihw
Café Restaurant Mühlebach,N/A,044 251 19 40*,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/cafe-restaurant-muehlebach-gBnbFY8jTgq9otHf6FJM-A
Monocle Shop & Cafe,N/A,N/A,zurichshop@monocle.com,https://www.local.ch/en/d/zurich/8008/restaurant/monocle-shop-cafe-O69Cn-gHItd_Jdy86vRAeA
DANTE a Bar and a Basement,N/A,043 317 19 18,gin@dante-zurich.ch,https://www.local.ch/en/d/zurich/8004/restaurant/dante-a-bar-and-a-basement-qQ0SdAnVQpuSxctiDRqCsA
Thai Heaven,N/A,044 261 76 18,info@bluemonkey.ch,https://www.local.ch/en/d/zurich/8001/restaurant/thai-heaven-3xfEXKuxGS8FAvwrTxzgiw
Restaurant Heugümper,N/A,044 211 16 60*,info@restaurantheuguemper.ch,https://www.local.ch/en/d/zurich/8001/restaurant/restaurant-heuguemper-_7bXbVBKsmKOszhS7QPZfQ
Café Papillon,N/A,044 301 10 44,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/cafe-papillon-jaQeDLOfV0kHFluZiU9xIA
drinxbar,N/A,044 252 42 32,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/drinxbar-eZ5M8pGCHJppFFFLe6V8Wg
Restaurant Büsi,N/A,044 371 66 70,info@restaurant-buesi.ch,https://www.local.ch/en/d/zurich/8046/restaurant/restaurant-buesi-c9VRGRU9K9TBkKU_7jcOAg
